|artist|categoryId|country|description|dimensions|image|name|price|stock
|Philip Hearsey|4|United States|There is an inner feeling concealed by the outer reality which allows the observer to exercise their own imagination. The title is deliberately ambiguous although it contains a small clue to the original inspiration overpowered by the unseen appreciation of line and contour. The highly polished bronze sphere reflects everything around it and sits amidst the variegated colour of a highly textured and twisting bronze blade, all turning freely on a slate composite base.|7.5 W x 24.6 H x 6.5 D in|7607352-HSC00001-7.jpg|Marking Time II [B] Sculpture|3325|2
|Macarena Salinas Amaral|4|Chile|"The circle, perhaps the most recurring figure in my work, adopts, depending on the material or the tool that I use, different appearances, some more expressive and others more contained. This ""circulismo"", without beginning or end, is consistent with my working method: to reiterate without a clear, hidden purpose, a basic and current action, a mantra perhaps, a very concrete (geometric) image and, at the same time, very ambiguous and with multiple connotations. There is a counterpoint in the interior and exterior of the work, in the smooth and in the textured, where the smooth with a defined shape is contrasted with the textured with an irregular shape, the smooth emerges from the texture transforming itself. The space is tensed by the interaction between the empty and the full of the form. The circle is related to the smooth, and to the concrete image of its shape"|19.3 W x 19.3 H x 8.3 D in|6924572-HSC00001-7.jpg|Union Sculpture|3170|4
|Juan López Salvador|4|Spain|SCULPTURE MADE OF FORGED IRON WHICH COMBINES GEOMETRY AND ABSTRACTION. Feelings, traps, air, wind., landscape, nature|31.5 W x 78.7 H x 29.5 D in|1142674-HSC00001-7.jpg|WIND TRAP Sculpture|8000|3
|Ian Turnock|4|United Kingdom|Steel wall sculpture inspired by tree foliage with a satin white powder coat paint finish. Brackets fitted to the back offset the sculpture from the wall which create nice shadows.|33.9 W x 33.9 H x 0.6 D in|9705941-BCUPTIYW-7.jpg|Above us the Trees II Sculpture|1990|6
|Olga Skorokhod|4|United States|This piece was inspired by the depth of the ocean, natural formations and their textures. Olga explores the different variations that are possible in the composition and plays with the shapes, depth and transitions from light to shadow. She gives the depth to her works by using double-sided sticky foam between the layers. The paper sculpture techniques give the artwork a greater illusion of 3D. To add color and more depth in sculpture she uses blue film between paper layers.|6 W x 6 H x 1 D in|9008039-NGRDXMUE-7.jpg|Underwater Paradise Sculpture|455|2
|Beate Garding Schubert|4|Germany|"These hand painted skateboards are inspired by The Beatles' song ""All you need is love"".  I'm celebrating the happy colours and symbols like butterflies, fishes, ladder. The boards are painted with acrylics, pastels, spray paint and Aero Color Schmincke inks. They are varnished for protection. Edges are painted. They will ship protected in a box. They are ready to hang and easily mountable to any wall.  Size: Each deck is 79 cm /31.1“ H x 19,5 cm/ 7.67“ W x 0,7 cm/0.3“ D. Total artwork size: 79 cm/31.1“ H x 39 cm/15.35“ W x 0,7 cm/0.3“ D Material: Several layers of maple wood. Certificate of authenticity. Signed on both decks.  Enjoy the bold joyful set full of love and happiness!"|15.4 W x 31.1 H x 0.3 D in|8435433-NHHPZOPY-7.jpg|All you need is love No.9  #decks Sculpture|1360|1
|Ihor Soloviov|4|Poland|Mars II is the closest planet to us, but how many mysteries it hides from us. I was inspired by a simplicity of geometric shapes and their combinations. Looking at this artwork from different angles is very interesting Made in natural wood. Which is light weighted to hang it on the wall easily. Covered by a strong acrylic protection layer to make it durable and easy to clean. If you have any questions, you can write to me by e-mail: igorsolovjov4@gmail.com It is also possible to make a work of art for you to order, taking into account your size.|31.5 W x 31.5 H x 2 D in|7795821-KUGBQSPZ-7.jpg|Mars II Sculpture|2875|4
|Olga Skorokhod|4|United States|This sculpture was created by inspiration of nature’s fascinating beauty. Olga gives the depth to her work by using double-sided sticky foam between the layers. The paper sculpture techniques give the artwork a greater illusion of 3D. Olga used an airbrush for adding some color to the artwork. The artwork is framed and protected from UV rays and fading with the museum anti-reflective glass.|9 W x 9 H x 1.3 D in|7795808-HSC00923-7.jpg|Autumn Bliss Sculpture|450|2
|Nico Kok|4|Netherlands|During the pandemic, Nico Kok collected many used construction toys from second-hand stores and internet, including lego In this work he only used the white lego: The current Lego bricks were created in 1958. This work consists of very old, frequently used bricks and fairly new, almost unused stones, which is why the stones are sometimes discolored and have many signs of wear,others are still like new and still shiny.  The white lego bricks have been combined into a relief of twenty five negative pyramids. But in these work you can also  see a square pattern. The work reflects on the Nul group movement (Jan Schoonhoven, Armando) and on the minimal artist Frank Stella. Themes by Nico Kok such as: square,pyramid, what can be done with the shape, use of material properties, use of monochrome color,pattern, diagonal,negative/positive,etc., are reflected in this work. The work is signed on the back. Video: https://www.youtube.com/watch?v=MwkLEU7fpTQ|22.4 W x 22.4 H x 1.6 D in|7611624-HSC00001-7.jpg|Twenty five negative white lego pyramids Sculpture|3270|1
|Scott Troxel|4|United States|Mint is an elegant modern and minimalist contemporary wall sculpture. It is constructed with birch panels and acrylic washes and completed with a semi-gloss lacquer finish. The backer is painted with metallic rose gold enamel which is visible through the negative space between the individual pieces above. The acrylic washes allow the wood grain to show through the paint and creates an almost marble-like appearance as the warm brown wood grain shows through the gradient white tones. Mint is a piece that focuses on the movement of the composition, balance, and form by using a limited monochrome color palette (White, off-white, mint green and wood tones). The result is a striking piece which creates a contemplative state or alludes to an upbeat fresh modern vibe without being overly cold, as the organic wood forms work to ground the piece.|24 W x 36 H x 1 D in|7077570-ICRLPCHF-7.jpg|Mint Sculpture|3410|2
|Djordje Aralica|4|Serbia|Featured in: https://www.youtube.com/watch?v=OminSbtRnz8  Basketball was created within the cycle entitled 'From the Inside and the Outside', which examines the role of interior space in the general perception of sculpture. The author highlights the surface aesthetic qualities – the partition of its surface and the traditional way of sewing. Basketball can be an outdoor piece as well, as its material is stainless steel.|11.4 W x 11.4 H x 11.4 D in|6275523-FHPKKGLG-7.jpg|Basketball Sculpture|5910|3
|Anna Kasabian|4|United States|All of my work is inspired by nature. This particular piece is meant to recall a stormy sea--waves crashing along the famous rock, Norman's Woe, off the shores of Gloucester, Ma.|20 W x 7.5 H x 7 D in|8789239-MLKNINHN-7.jpg|#1651 Rough Waters Off Norman&#x27;s Woe Sculpture|5150|5
|Paslier Morgan|4|France|Abstraction #176 - Lilou's idea ! Limited edition of 8. You will have N°1  DIASEC Fuji Crystal Archive Photo paper 220gr mount under clear acrylic glass 4mm, with polished edges, with Dibond 3mm as back, came with hanging profile. (Artwork is ready to hang with aluminum system on back)  any question : contact saatchiart|39.4 W x 39.4 H x 1.2 D in|8662235-RPPJJCMN-7.jpg|Abstraction #176 - Lilou&#x27;s idea ! Sculpture - Limited Edition of 8|3060|3
|Francesca Dalla Benetta|4|Mexico|Uomo Lupo is a bronze sculpture of a man with a wolf mask or hat. The title means Wolf Man. The wolf is a symbol of courage and bravery, guardianship, and loyalty. A wolf is strong in its instincts, does not waver and knows who it can trust. They teach us to trust in our hearts and minds and to be in control of our own destiny. This piece is part of a special collection Francesca Dalla Benetta started in 2018, called Customs and Identities, and it is a reflection about how many costumes we wear in front of people, the society, family and so on. We have roles that are different for each person we meet in life, so we try to adapt and respond to that particular role. Sometime we align, sometimes we react. That’s how we build our personality. This piece has a black and green patina, the classical bronze colors. The black patina is made from the green one, after the burning process, so magical and mystical.  This sculpture is series of 6 pieces. The size includes the base.|5.5 W x 19.7 H x 5.1 D in|8220645-FOSKUZUO-7.jpg|UOMO LUPO Sculpture|3020|1
|Mary Jo McGonagle|4|United States|This neon piece is hand blown glass in RED. It is mounted on contoured, clear plexiglas with pre drilled holes for hanging, and comes ready to hang. This piece is offered in the following colors: White, ruby red, coral pink, violet, turquoise, emerald green, promo blue and light blue. Custom commission is also available. My neon, decorative paintings and installations use contemporary phrases, which reflect the thoughts we all share. My art reflects my fascination with how our relationships take place in our everyday life, hovering between humor and desperation. My work has been described as contemporary multidisciplinary with a conceptual twist. This piece is part of the edition of 8.|26 W x 10 H x 3 D in|6196105-HSC00002-7.jpg|One Day Day One Sculpture|2800|2
|Juan Pedrosa|4|Spain|"""Ancestral Roots"" is a collection of carved olive roots directly works. These woods are very rare because they are roots of old trees and are of extreme hardness and intricate shapes, so I tried to respect these abstract forms of Nature. The work consisted in a laborious process of cleaning, removal of damaged areas, smoothing curves and shapes, grinding and polishing exhaustive. Later I've applied a layer of disinfectant and insecticide and finally I tried with olive oil, liquid wax and polishing treatment with lacquer. The works are mounted on base in pine wood and iron rod."|11.8 W x 57.9 H x 11.8 D in|1680364-HSC00001-7.jpg|RAÍCES ANCESTRALES NUM. 10 - ANCESTRAL ROOTS NUMBER 10 Sculpture|4650|3
|Anna Kasabian|4|United States|I hand-form wall and tabletop sculptures in porcelain.   I am passionate about working in  porcelain because it is a sensuous, challenging material that allows me to create works that are wafer thin and organic.   My inspiration comes from the local landscape, where beaches, rocky shorelines, and beautiful gardens are all nearby.  It is my hope that living with one of my sculptures will inspire and remind you of nature's gifts.|8 W x 8 H x 4.8 D in|9674395-UBPCRCFM-7.jpg|#1677 Joie Sculpture|495|3
|Heidi Lanino|4|United States|One-of-a-kind ceramic pieces, using expressive lines to depict images of women, birds and other themes. Influenced by various cultures, these pieces are glazed in rich earthy colors and imbued with a sensuous fluidity that evokes a lyrical and poetic quality.|12 W x 3.5 H x 12 D in|8022609-TOTOLDOI-7.jpg|Turquoise Face II Sculpture|1970|5
|Claus Gawin|2|Denmark|Me . . . Claus Gawin, born in Denmark. In my mid-sixties my passion for art came into light and I started experimenting with acrylic colors. I was inspired by Gerhard Richter after a trip to The Neue Nationalgalerie Berlin in 2014. Here I saw a painting there change my way of art. Gerhard Richter, and his powerful, expressive artworks with an amazing combination of colors change my life. After practice with self-made large squeegees I was able to establish my own technique and a unique style with a high recognition value. If people ask why I use acrylic colors only my explanation is, that acrylic colors are the material there fit my style. My paintings are being sold in many countries worldwide, mostly in the US and EU. About my Art: The best part? It’s all a grand experiment. I am happier knowing that. My works are included in many Saatchi Art featured collections.|39.4 W x 27.6 H x 1.4 D in|9431975-HPHDMCYM-7.jpg|Reflection No. 017 Painting|1610|2
|Claus Gawin|1|Denmark|100 x 120 cm Acrylic painting on Canvas on 2cm edge canvas.|39.4 W x 47.2 H x 0.8 D in|1342735-OVKESERD-7.jpg|Abstract No23 Painting|1860|1
|Claus Gawin|1|Denmark|A woman makes morning toilette.  Oil and acrylic on canvas.|23.6 W x 27.6 H x 0.8 D in|4731571-HSC00001-7.jpg|Morning toilette Painting|2710|2
|Claus Gawin|1|Denmark|ABBA lyrics: The winner takes it all. The loser has to fall.|47.2 W x 39.4 H x 0.8 D in|7550869-HSC00001-7.jpg|ABBA lyrics No. 01 Painting|1860|3
|Claus Gawin|1|Denmark|Abstract No. 229, 70.5x59.5x2 cm, Oil and Acrylic on Canvas, 2021|23.6 W x 27.6 H x 0.8 D in|7481514-HSC00001-7.jpg|Abstract No. 229 Painting|2710|5
|Claus Gawin|1|Denmark|Abstract Painting. Quality Acrylic on Watercolor 300g quality paper.|39.4 W x 27.6 H x 0 D in|1655623-OZOAZCQU-7.jpg|Abstract No72 Painting|1115|3
|Claus Gawin|1|Denmark|Abstract painting made on quality paper 300g. High quality acrylic from Golden.|29.9 W x 22 H x 0 D in|2526006-HSC00001-7.jpg|Abstract No128 Painting|1115|1
|Claus Gawin|1|Denmark|Abstract painting made on quality paper 300g. High quality acrylic from Golden.|29.9 W x 22 H x 0 D in|2573616-HSC00001-7.jpg|Abstract No130 Painting|1115|2
|Claus Gawin|1|Denmark|Abstract painting made on quality paper 300g. High quality acrylic from Golden.|22 W x 29.9 H x 0 D in|2585804-HSC00001-7.jpg|Abstract No131 Painting|1115|3
|Claus Gawin|1|Denmark|Abstract painting with Acrylic on Paper. Red, blue yellow.|29.5 W x 39 H x 0 D in|1310354-HSC00001-7.jpg|Abstract No7 Painting|2610|3
|Claus Gawin|1|Denmark|Abstract painting with Acrylic on cutton canvas. Ships in a tube.|63 W x 47.2 H x 0.8 D in|5308589-HSC00001-7.jpg|Abstract No. 146 Painting|3550|5
|Claus Gawin|1|Denmark|Abstract painting. Acrylic on Watercolor Paper 300g 100 x 70x 0,1cm.|27.6 W x 39.4 H x 0 D in|1956213-NXKEEVGB-7.jpg|Abstract No113 Painting|940|1
|Claus Gawin|1|Denmark|Abstract. Acrylic and watercolor on 300g paper.|16.1 W x 12.2 H x 0 D in|1981917-HSC00001-7.jpg|Abstract No119 Painting|810|2
|Claus Gawin|1|Denmark|Acrylic - 300g watercolor paper mounted on 3 mm masionit plate with acid-free glue - mounted on a wooden frame 2.5cm - painting 4.9 kg.|40.9 W x 30.7 H x 1 D in|1335587-HSC00001-7.jpg|Abstract No20 Painting|2670|4
|Claus Gawin|1|Denmark|Acrylic - 300g watercolor paper mounted on 3 mm masionit plate with acid-free glue - mounted on a wooden frame 2.5cm - painting 4.9 kg.|40.9 W x 30.7 H x 1 D in|1338286-HSC00001-7.jpg|Abstract No21 Painting|2670|3
|Claus Gawin|1|Denmark|Acrylic - 300g watercolor paper mounted on 3 mm masonit plate with acid-free glue - mounted on a wooden frame 2.5cm - painting 4.9 kg.|41.3 W x 30.3 H x 1 D in|1312425-HSC00001-7.jpg|Abstract No9 Painting|2670|6
|Claus Gawin|1|Denmark|Acrylic - 300g watercolor paper mounted on 3 mm masonit plate with acid-free glue - mounted on a wooden frame 2.5cm - painting 4.9 kg.|41.3 W x 30.3 H x 1 D in|1319156-HSC00001-7.jpg|Abstract No10 Painting|2670|2
|Claus Gawin|1|Denmark|Acrylic - 300g watercolor paper mounted on 3 mm masonit plate with acid-free glue - mounted on a wooden frame 2.5cm - painting 4.9 kg.|40.9 W x 30.7 H x 1 D in|1320890-HSC00001-7.jpg|Abstract No11 Painting|2610|1
|Claus Gawin|1|Denmark|Acrylic - 300g watercolor paper mounted on 3 mm masonit plate with acid-free glue - mounted on a wooden frame 2.5cm - painting 4.9 kg.|30.7 W x 40.9 H x 1 D in|1327436-HSC00001-7.jpg|Abstract No16 Painting|2670|4
|Claus Gawin|1|Denmark|Acrylic - 300g watercolor paper mounted on 3 mm masonit plate with acid-free glue - mounted on a wooden frame 2.5cm - painting 4.9 kg.|40.9 W x 30.7 H x 1 D in|1330890-HSC00001-7.jpg|Abstract No17 Painting|2670|3
|Claus Gawin|1|Denmark|Acrylic - 300g watercolor paper mounted on 3 mm masonit plate with acid-free glue - mounted on a wooden frame 2.5cm - painting 4.9 kg.|40.9 W x 30.7 H x 1 D in|3914215-HSC00001-7.jpg|Abstract No134 Painting|2710|3
|Claus Gawin|1|Denmark|Acrylic and Oil on canvas. Signature on the Picture. Will be shipped in a protective wooden crate.|39.4 W x 26 H x 0.8 D in|1999149-HSC00001-7.jpg|The Band No1 Painting|2710|2
|Claus Gawin|1|Denmark|Acrylic from GOLDEN on cutton canvas. Ships in a crate.|63 W x 47.2 H x 0.8 D in|5140659-HSC00001-7.jpg|Abstract Faces No. 002 Painting|3550|1
|Claus Gawin|1|Denmark|Acrylic from Golden and watercolor on 300g watercolor paper|27.6 W x 39.4 H x 0 D in|7576286-HSC00001-7.jpg|Abstract No. 235 Painting|1115|2
|Claus Gawin|1|Denmark|Acrylic on 300 g watercolor paper. High quality paper.|29.9 W x 22 H x 0 D in|2520694-HSC00001-7.jpg|Abstract No126 Painting|1115|3
|Claus Gawin|1|Denmark|Acrylic on 300g watercolor paper. Monochrome: in black and white, or using only one color.|40.2 W x 30.7 H x 0 D in|6552611-HSC00001-7.jpg|Abstract No. 184 Painting|1115|5
|Claus Gawin|1|Denmark|Acrylic on 300g watercolor paper. Monochrome: in black and white, or using only one color.|40.9 W x 30.3 H x 0 D in|6562077-HSC00001-7.jpg|Abstract No. 185 Painting|1115|3
|Claus Gawin|1|Denmark|Acrylic on Paper from Fabriano Artistico: Extra White HOT PRESS 300lb (640gsm) 22x30in (56x76cm)|29.9 W x 22 H x 0 D in|6854703-HSC00001-7.jpg|Abstract Circle No. 001 Painting|1115|1
|Claus Gawin|1|Denmark|Acrylic on Paper from Fabriano Artistico: Extra White HOT PRESS 300lb (640gsm) 22x30in (56x76cm)|29.9 W x 22 H x 0 D in|7206359-HSC00001-7.jpg|Abstract Circle No. 002 Painting|1115|2
|Claus Gawin|1|Denmark|Acrylic on Paper from Fabriano Artistico: Extra White HOT PRESS 300lb (640gsm) 22x30in (56x76cm)|29.9 W x 22 H x 0 D in|7206499-HSC00001-7.jpg|Abstract Circle No. 003 Painting|1115|3
|Claus Gawin|1|Denmark|Golden Heavy Body iridescent silver fine, mixed with GOLDEN Heavy Body Ultramarine Blue. Golden Heavy Body iridescent silver fine, mixed with GOLDEN Heavy Body Cadmium Orange. Golden Heavy Body iridescent silver fine, mixed with GOLDEN Heavy Body Transparent Brown Iron Oxide. The GOLDEN Iridescent Colors achieve their reflective properties by synthetically reproducing several natural phenomena-the nacreous, or pearlescent, qualities found in fish scales or the dust of a butterfly's wing, and the shiny and reflective qualities found in certain metals and minerals. Iridescent Colors produce a luster quality by themselves, or when mixed with other colors and mediums.|39.4 W x 47.2 H x 0.8 D in|7645611-HSC00001-7.jpg|Abstract No. 242 Painting|1860|3
|Claus Gawin|1|Denmark|HQ Acrylic from GOLDEN on cutton canvas. GOLD Folie is used in some part of the picture.|59.1 W x 47.2 H x 0.8 D in|5668657-HSC00001-7.jpg|Abstract No. 155 Painting|3350|5
|Claus Gawin|1|Denmark|HQ Acrylic from GOLDEN on cutton canvas. Ships in a crate|63 W x 39.4 H x 0.8 D in|5496149-HSC00001-7.jpg|Abstract No. 151 Painting|3030|1
|Claus Gawin|1|Denmark|HQ Acrylic from GOLDEN on cutton canvas. Ships in a crate|59.1 W x 47.2 H x 0.8 D in|5554475-HSC00001-7.jpg|Abstract No. 153 Painting|3350|2
|Claus Gawin|1|Denmark|HQ Acrylic from GOLDEN on cutton canvas. Ships in a crate.|59.1 W x 47.2 H x 0.8 D in|5542445-HSC00001-7.jpg|Abstract No. 152 Painting|3350|4
|Claus Gawin|1|Denmark|HQ Acrylic from Golden on cutton canvas. Will be shipping in a tube.|59.1 W x 47.2 H x 0.8 D in|5612273-HSC00001-7.jpg|Abstract No. 154 Painting|3350|3
|Claus Gawin|1|Denmark|HQ Acrylic on Cutton canvas. Will be shipping in a tube.|62.2 W x 46.9 H x 0.8 D in|5403513-HSC00923-7.jpg|Abstract No. 149 Painting|3550|6
|Claus Gawin|1|Denmark|HQ Acrylic on cutton canvas. Shipping in a protective crate.|63 W x 47.2 H x 0.8 D in|5364731-HSC00001-7.jpg|Abstract No. 147 Painting|3550|2
|Claus Gawin|1|Denmark|High quality Acrylic on cutton Canvas. Ships in a tube.|47.2 W x 15.7 H x 1.4 D in|5295499-HSC00001-7.jpg|Abstract No. 145 Painting|1610|1
|Claus Gawin|1|Denmark|High quality Acrylic on linen canvas. Inspired of Gerhard Ritcher.|26 W x 35.4 H x 0.8 D in|3919019-HSC00001-7.jpg|Abstract No135 Painting|2710|4
|Claus Gawin|1|Denmark|High quality painting with oil and Acrylic on linen canvas.|23.6 W x 27.6 H x 0.8 D in|4292869-HSC00001-7.jpg|Abstract No. 139 Painting|2710|2
|Claus Gawin|1|Denmark|Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014.|59.1 W x 47.2 H x 0.8 D in|7122073-HSC00001-7.jpg|Reflection No. 011 Painting|3350|1
|Claus Gawin|1|Denmark|Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014.|47.2 W x 59.1 H x 0.8 D in|7219881-HSC00001-7.jpg|Reflection No. 013 Painting|3350|2
|Claus Gawin|1|Denmark|Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014.|35.4 W x 74.8 H x 0.8 D in|8287715-UXIXWPIL-7.jpg|Reflection No. 015 Painting|3050|3
|Claus Gawin|1|Denmark|Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014.|39.4 W x 39.4 H x 0.8 D in|6132967-HSC00001-7.jpg|The Wadden Sea National Park No. 274 Painting|1610|5
|Claus Gawin|1|Denmark|Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014.|63 W x 63 H x 0.8 D in|7487162-HSC00001-7.jpg|The Wadden Sea National Park No. 278 Painting|4570|3
|Claus Gawin|1|Denmark|Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014.|63 W x 47.2 H x 0.8 D in|7501535-HSC00001-7.jpg|The Wadden Sea National Park No. 279 Painting|3620|1
|Claus Gawin|1|Denmark|Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014.|27.6 W x 23.6 H x 0.8 D in|7511938-HSC00001-7.jpg|The Wadden Sea National Park No. 281 Painting|1610|2
|Claus Gawin|1|Denmark|Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014.|27.6 W x 23.6 H x 0.8 D in|7515967-HSC00001-7.jpg|The Wadden Sea National Park No. 282 Painting|1610|3
|Claus Gawin|1|Denmark|Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014.|23.6 W x 27.6 H x 0.8 D in|7523064-HSC00001-7.jpg|The Wadden Sea National Park No. 283 Painting|1610|3
|Claus Gawin|1|Denmark|Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014.|47.2 W x 39.4 H x 0.8 D in|7619674-HSC00001-7.jpg|The Wadden Sea National Park No. 285 Painting|1860|5
|Claus Gawin|1|Denmark|Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014.|47.2 W x 39.4 H x 0.8 D in|7651615-HSC00001-7.jpg|The Wadden Sea National Park No. 286 Painting|1860|1
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas and wood. Ready to hang, no frame needed. Signature on the Picture. Will be shipped in a protective wooden crate.|47.2 W x 59.1 H x 1.8 D in|1925803-HSC00001-7.jpg|Abstract No107 Painting|3350|2
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas.|59.1 W x 47.2 H x 0.8 D in|1410523-HSC00923-7.jpg|Abstract No49 Painting|3350|1
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas.  Signature on the Picture.|59.1 W x 47.2 H x 0.8 D in|1847106-LFGABGZZ-7.jpg|The Wadden Sea National Park No100 Painting|3350|2
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas.  Signature on the Picture.|59.1 W x 47.2 H x 0.8 D in|2094175-EDRCDQSX-7.jpg|The Wadden Sea National Park No140 Painting|3170|3
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas.  Signature on the Picture.  This item will arrive rolled in a dent-resistant tube. This method is especially safe for oversized works, and provides lower shipping costs as well. Rolled works can be easily stretched (for canvas works, i.e. placed onto wooden stretcher bars) and/or framed by a local framer upon arrival.  Upon immediate delivery, we highly recommend you send any works on paper directly to your framer for cautious, professional unrolling of the artwork.|59.1 W x 47.2 H x 0.8 D in|1380042-YLGRZVFF-7.jpg|Abstract No36 Painting|3350|5
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas.  Signature on the Picture. Will be shipped in a protective tube.|39.4 W x 47.2 H x 0.8 D in|1354907-EPKYCBDX-7.jpg|Abstract No26 Painting|1860|3
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Ready to hang, no frame needed. Signature on the Picture.|39.4 W x 47.2 H x 0.8 D in|1346944-FWKRWVYX-7.jpg|Abstract No24 Painting|1860|1
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Ready to hang, no frame needed. Signature on the Picture. Will be shipped in a protective wooden crate.|39.4 W x 47.2 H x 0.8 D in|1370094-QYHEMLHB-7.jpg|Abstract No32 Painting|1860|2
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Ready to hang, no frame needed. Signature on the Picture. Will be shipped in a protective wooden crate.|39.4 W x 47.2 H x 0.8 D in|1374723-YABKYXEH-7.jpg|Abstract No33 Painting|1860|3
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Ready to hang, no frame needed. Signature on the Picture. Will be shipped in a protective wooden crate.|47.2 W x 39.4 H x 0.8 D in|1382207-GMJDGLYS-7.jpg|Abstract No38 Painting|1860|3
